uri,status,info
/repositories/12/resources/3383,200,"{'status': 'Updated', 'id': 3383, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3383', 'warnings': []}"
/repositories/12/resources/3384,200,"{'status': 'Updated', 'id': 3384, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3384', 'warnings': []}"
/repositories/12/resources/3385,200,"{'status': 'Updated', 'id': 3385, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3385', 'warnings': []}"
/repositories/12/resources/3386,200,"{'status': 'Updated', 'id': 3386, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3386', 'warnings': []}"
/repositories/12/resources/3388,200,"{'status': 'Updated', 'id': 3388, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3388', 'warnings': []}"
/repositories/12/resources/3391,200,"{'status': 'Updated', 'id': 3391, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3391', 'warnings': []}"
/repositories/12/resources/3392,200,"{'status': 'Updated', 'id': 3392, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3392', 'warnings': []}"
/repositories/12/resources/3394,200,"{'status': 'Updated', 'id': 3394, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3394', 'warnings': []}"
/repositories/12/resources/3397,200,"{'status': 'Updated', 'id': 3397, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3397', 'warnings': []}"
/repositories/12/resources/3398,200,"{'status': 'Updated', 'id': 3398, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3398', 'warnings': []}"
/repositories/12/resources/3400,200,"{'status': 'Updated', 'id': 3400, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3400', 'warnings': []}"
/repositories/12/resources/3401,200,"{'status': 'Updated', 'id': 3401, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3401', 'warnings': []}"
/repositories/12/resources/3403,200,"{'status': 'Updated', 'id': 3403, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3403', 'warnings': []}"
/repositories/12/resources/3404,200,"{'status': 'Updated', 'id': 3404, 'lock_version': 18, 'stale': True, 'uri': '/repositories/12/resources/3404', 'warnings': []}"
/repositories/12/resources/3405,200,"{'status': 'Updated', 'id': 3405, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3405', 'warnings': []}"
/repositories/12/resources/3406,200,"{'status': 'Updated', 'id': 3406, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3406', 'warnings': []}"
/repositories/12/resources/3407,200,"{'status': 'Updated', 'id': 3407, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3407', 'warnings': []}"
/repositories/12/resources/3408,200,"{'status': 'Updated', 'id': 3408, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3408', 'warnings': []}"
