uri,original,update,info
/repositories/11/archival_objects/2285334,['(3 folders)'],['3 folders'],200
/repositories/11/archival_objects/2285308,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285306,['(4 folders)'],['4 folders'],200
/repositories/11/archival_objects/2285302,['(3 folders)'],['3 folders'],200
/repositories/11/archival_objects/2285292,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285274,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285265,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285248,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285232,['(2 folders)'],['2 folders'],200
/repositories/11/archival_objects/2285228,['(3 folders)'],['3 folders'],200
/repositories/11/archival_objects/2285225,['(5 folders)'],['5 folders'],200
/repositories/11/archival_objects/2285220,['(3 folders)'],['3 folders'],200
/repositories/11/archival_objects/2285212,['(4 folders)'],['4 folders'],200
