id,uri,results,record
Column4,repositories/11/archival_objects/Column4,"{'error': {'lang_materials/0/language_and_script/language': [""Protected read-only list #/lang_materials/0/language_and_script/language. Invalid value 'column7'.  Must be one of: aar, abk, ace, ach, ada, ady, afa, afh, afr, ain, aka, akk, alb, ale, alg, alt, amh, ang, anp, apa, ara, arc, arg, arm, arn, arp, art, arw, asm, ast, ath, aus, ava, ave, awa, aym, aze, bad, bai, bak, bal, bam, ban, baq, bas, bat, bej, bel, bem, ben, ber, bho, bih, bik, bin, bis, bla, bnt, bos, bra, bre, btk, bua, bug, bul, bur, byn, cad, cai, car, cat, cau, ceb, cel, cha, chb, che, chg, chi, chk, chm, chn, cho, chp, chr, chu, chv, chy, cmc, cop, cor, cos, cpe, cpf, cpp, cre, crh, crp, csb, cus, cze, dak, dan, dar, day, del, den, dgr, din, div, doi, dra, dsb, dua, dum, dut, dyu, dzo, efi, egy, eka, elx, eng, enm, epo, est, ewe, ewo, fan, fao, fat, fij, fil, fin, fiu, fon, fre, frm, fro, frr, frs, fry, ful, fur, gaa, gay, gba, gem, geo, ger, gez, gil, gla, gle, glg, glv, gmh, goh, gon, gor, got, grb, grc, gre, grn, gsw, guj, gwi, hai, hat, hau, haw, heb, her, hil, him, hin, hit, hmn, hmo, hrv, hsb, hun, hup, iba, ibo, ice, ido, iii, ijo, iku, ile, ilo, ina, inc, ind, ine, inh, ipk, ira, iro, ita, jav, jbo, jpn, jpr, jrb, kaa, kab, kac, kal, kam, kan, kar, kas, kau, kaw, kaz, kbd, kha, khi, khm, kho, kik, kin, kir, kmb, kok, kom, kon, kor, kos, kpe, krc, krl, kro, kru, kua, kum, kur, kut, lad, lah, lam, lao, lat, lav, lez, lim, lin, lit, lol, loz, ltz, lua, lub, lug, lui, lun, luo, lus, mac, mad, mag, mah, mai, mak, mal, man, mao, map, mar, mas, may, mdf, mdr, men, mga, mic, min, mis, mkh, mlg, mlt, mnc, mni, mno, moh, mon, mos, mul, mun, mus, mwl, mwr, myn, myv, nah, nai, nap, nau, nav, nbl, nde, ndo, nds, nep, new, nia, nic, niu, nno, nob, nog, non, nor, nqo, nso, nub, nwc, nya, nym, nyn, nyo, nzi, oci, oji, ori, orm, osa, oss, ota, oto, paa, pag, pal, pam, pan, pap, pau, peo, per, phi, phn, pli, pol, pon, por, pra, pro, pus, que, raj, rap, rar, roa, roh, rom, rum, run, rup, rus, sad, sag, sah, sai, sal, sam, san, sas, sat, scn, sco, sel, sem, sga, sgn, shn, sid, sin, sio, sit, sla, slo, slv, sma, sme, smi, smj, smn, smo, sms, sna, snd, snk, sog, som, son, sot, spa, srd, srn, srp, srr, ssa, ssw, suk, sun, sus, sux, swa, swe, syc, syr, tah, tai, tam, tat, tel, tem, ter, tet, tgk, tgl, tha, tib, tig, tir, tiv, tkl, tlh, tli, tmh, tog, ton, tpi, tsi, tsn, tso, tuk, tum, tup, tur, tut, tvl, twi, tyv, udm, uga, uig, ukr, umb, und, urd, uzb, vai, ven, vie, vol, vot, wak, wal, war, was, wel, wen, wln, wol, xal, xho, yao, yap, yid, yor, ypk, zap, zbl, zen, zha, znd, zul, zun, zxx, zza, cnr, zgh, SPA, ENG, POR,  eng""], 'level': ['Property is required but was missing'], 'resource': ['Property is required but was missing']}, 'warning': {}, 'invalid_object': '#<JSONModel(:archival_object) {""lang_materials""=>[{""jsonmodel_type""=>""lang_material"", ""language_and_script""=>{""jsonmodel_type""=>""language_and_script"", ""language""=>""column7""}, ""notes""=>[]}], ""jsonmodel_type""=>""archival_object"", ""external_ids""=>[], ""subjects""=>[], ""linked_events""=>[], ""extents""=>[], ""dates""=>[], ""external_documents""=>[], ""rights_statements""=>[], ""linked_agents""=>[], ""component_id""=>"""", ""import_previous_arks""=>[], ""is_slug_auto""=>true, ""restrictions_apply""=>false, ""ancestors""=>[], ""instances""=>[], ""notes""=>[], ""has_published_digital_objects""=>false, ""accession_links""=>[], ""active_restrictions""=>[]}>'}","{'error': {'id': [""Wanted type Integer but got 'Column4'""]}, 'lang_materials': [{'jsonmodel_type': 'lang_material', 'language_and_script': {'jsonmodel_type': 'language_and_script', 'language': 'column7'}}]}"
,repositories/11/archival_objects/,{'error': 'Sinatra::NotFound'},"{'error': 'Sinatra::NotFound', 'lang_materials': [{'jsonmodel_type': 'lang_material', 'language_and_script': {'jsonmodel_type': 'language_and_script', 'language': 'extracted_comments'}}]}"
3923906,repositories/11/archival_objects/3923906,"{'status': 'Updated', 'id': 3923906, 'lock_version': 6, 'stale': True, 'uri': '/repositories/11/archival_objects/3923906', 'warnings': []}","{'lock_version': 5, 'position': 26, 'publish': True, 'ref_id': '5462ea23d9260f1d94c4afe74ac6737d', 'title': '""Laos"" : plan de emménagements pour passagers = passenger accommodation plan', 'display_string': '""Laos"" : plan de emménagements pour passagers = passenger accommodation plan', 'restrictions_apply': False, 'created_by': 'rc264', 'last_modified_by': 'kkh32', 'create_time': '2025-02-25T19:59:18Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'suppressed': False, 'is_slug_auto': False, 'level': 'file', 'jsonmodel_type': 'archival_object', 'external_ids': [], 'subjects': [], 'linked_events': [], 'extents': [], 'lang_materials': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'language': 'eng', 'jsonmodel_type': 'language_and_script'}}, {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'language': 'fre', 'jsonmodel_type': 'language_and_script'}}], 'dates': [], 'external_documents': [], 'rights_statements': [], 'linked_agents': [], 'import_previous_arks': [], 'ancestors': [{'ref': '/repositories/11/archival_objects/3911895', 'level': 'series'}, {'ref': '/repositories/11/resources/13742', 'level': 'collection'}], 'instances': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'instance_type': 'mixed_materials', 'jsonmodel_type': 'instance', 'is_representative': False, 'sub_container': {'lock_version': 0, 'indicator_2': '53', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:09Z', 'system_mtime': '2025-06-05T13:28:09Z', 'user_mtime': '2025-06-05T13:28:09Z', 'type_2': 'folder', 'jsonmodel_type': 'sub_container', 'top_container': {'ref': '/repositories/11/top_containers/410448'}}}], 'notes': [{'jsonmodel_type': 'note_singlepart', 'persistent_id': 'cd388860de363499b17980770a957f0a', 'type': 'physdesc', 'content': ['Compagnie des messageries Maritimes … ""Laos""'], 'publish': True}, {'jsonmodel_type': 'note_multipart', 'persistent_id': '391d8345b9c74c9bc009ba3fb540e277', 'type': 'scopecontent', 'subnotes': [{'jsonmodel_type': 'note_text', 'content': '[publisher not identified]', 'publish': True}], 'publish': True}], 'has_published_digital_objects': False, 'accession_links': [], 'active_restrictions': [], 'uri': '/repositories/11/archival_objects/3923906', 'repository': {'ref': '/repositories/11'}, 'resource': {'ref': '/repositories/11/resources/13742'}, 'parent': {'ref': '/repositories/11/archival_objects/3911895'}, 'has_unpublished_ancestor': False, 'tree_position': '0002b75000006978', 'restricted': False, 'onsite_status': 'offsite'}"
3912872,repositories/11/archival_objects/3912872,"{'status': 'Updated', 'id': 3912872, 'lock_version': 7, 'stale': True, 'uri': '/repositories/11/archival_objects/3912872', 'warnings': []}","{'lock_version': 6, 'position': 0, 'publish': True, 'ref_id': '1fc6e97749e0f4e24d9c7d8fbb509bc5', 'title': '[Türkiye] karayollari harıtasi = [Turkey] highway map', 'display_string': '[Türkiye] karayollari harıtasi = [Turkey] highway map, 1952', 'restrictions_apply': False, 'created_by': 'rc264', 'last_modified_by': 'kkh32', 'create_time': '2025-02-25T19:53:01Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'suppressed': False, 'is_slug_auto': False, 'level': 'file', 'jsonmodel_type': 'archival_object', 'external_ids': [], 'subjects': [], 'linked_events': [], 'extents': [], 'lang_materials': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'language': 'tur', 'jsonmodel_type': 'language_and_script'}}, {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'language': 'eng', 'jsonmodel_type': 'language_and_script'}}], 'dates': [{'lock_version': 0, 'begin': '1952', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'date_type': 'inclusive', 'label': 'creation', 'jsonmodel_type': 'date'}], 'external_documents': [], 'rights_statements': [], 'linked_agents': [], 'import_previous_arks': [], 'ancestors': [{'ref': '/repositories/11/archival_objects/3911759', 'level': 'series'}, {'ref': '/repositories/11/resources/13742', 'level': 'collection'}], 'instances': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'instance_type': 'mixed_materials', 'jsonmodel_type': 'instance', 'is_representative': False, 'sub_container': {'lock_version': 0, 'indicator_2': '44', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:10Z', 'system_mtime': '2025-06-05T13:28:10Z', 'user_mtime': '2025-06-05T13:28:10Z', 'type_2': 'folder', 'jsonmodel_type': 'sub_container', 'top_container': {'ref': '/repositories/11/top_containers/410235'}}}], 'notes': [{'jsonmodel_type': 'note_singlepart', 'persistent_id': 'cf21c355e0420a9b2b3345a71e0f4fc2', 'type': 'physdesc', 'content': ['Turkey highway map = Türkiye karayollari harıtasi'], 'publish': True}, {'jsonmodel_type': 'note_multipart', 'persistent_id': '9379aa881523571ca65197d9d8f86e1f', 'type': 'scopecontent', 'subnotes': [{'jsonmodel_type': 'note_text', 'content': 'Karayolları Genel Müdürlüğü [General Directorate of Highways]', 'publish': True}], 'publish': True}], 'has_published_digital_objects': False, 'accession_links': [], 'active_restrictions': [], 'uri': '/repositories/11/archival_objects/3912872', 'repository': {'ref': '/repositories/11'}, 'resource': {'ref': '/repositories/11/resources/13742'}, 'parent': {'ref': '/repositories/11/archival_objects/3911759'}, 'has_unpublished_ancestor': False, 'tree_position': '0000a410000003e8', 'restricted': False, 'onsite_status': 'offsite'}"
3913125,repositories/11/archival_objects/3913125,"{'status': 'Updated', 'id': 3913125, 'lock_version': 8, 'stale': True, 'uri': '/repositories/11/archival_objects/3913125', 'warnings': []}","{'lock_version': 7, 'position': 21, 'publish': True, 'ref_id': 'f02856046d95cb5e407b9d45f4ebd59e', 'title': '1939 highway and tourist map province of Quebec Canada = 1939 carte routière et touristique province de Québec Canada', 'display_string': '1939 highway and tourist map province of Quebec Canada = 1939 carte routière et touristique province de Québec Canada, 1939', 'restrictions_apply': False, 'created_by': 'rc264', 'last_modified_by': 'kkh32', 'create_time': '2025-02-25T19:53:09Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'suppressed': False, 'is_slug_auto': False, 'level': 'file', 'jsonmodel_type': 'archival_object', 'external_ids': [], 'subjects': [], 'linked_events': [], 'extents': [], 'lang_materials': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'language': 'fre', 'jsonmodel_type': 'language_and_script'}}, {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'language': 'eng', 'jsonmodel_type': 'language_and_script'}}], 'dates': [{'lock_version': 0, 'begin': '1939', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'date_type': 'inclusive', 'label': 'creation', 'jsonmodel_type': 'date'}], 'external_documents': [], 'rights_statements': [], 'linked_agents': [], 'import_previous_arks': [], 'ancestors': [{'ref': '/repositories/11/archival_objects/3911789', 'level': 'series'}, {'ref': '/repositories/11/resources/13742', 'level': 'collection'}], 'instances': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'instance_type': 'mixed_materials', 'jsonmodel_type': 'instance', 'is_representative': False, 'sub_container': {'lock_version': 0, 'indicator_2': '19', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:12Z', 'system_mtime': '2025-06-05T13:28:12Z', 'user_mtime': '2025-06-05T13:28:12Z', 'type_2': 'folder', 'jsonmodel_type': 'sub_container', 'top_container': {'ref': '/repositories/11/top_containers/410241'}}}], 'notes': [{'jsonmodel_type': 'note_singlepart', 'persistent_id': 'ebc0cfeb2bdf98413919346caa3a5378', 'type': 'physdesc', 'content': ['Come to Québec province highway and tourist map 1939 = Come to la province de Québec carte routière et touristique'], 'publish': True}, {'jsonmodel_type': 'note_multipart', 'persistent_id': '671eb699c523adb78b29979b29a9050b', 'type': 'scopecontent', 'subnotes': [{'jsonmodel_type': 'note_text', 'content': 'Office du Tourisme Province de Québec = Province de Québec Tourist Bureau', 'publish': True}], 'publish': True}], 'has_published_digital_objects': False, 'accession_links': [], 'active_restrictions': [], 'uri': '/repositories/11/archival_objects/3913125', 'repository': {'ref': '/repositories/11'}, 'resource': {'ref': '/repositories/11/resources/13742'}, 'parent': {'ref': '/repositories/11/archival_objects/3911789'}, 'has_unpublished_ancestor': False, 'tree_position': '00011940000055f0', 'restricted': False, 'onsite_status': 'offsite'}"
3913229,repositories/11/archival_objects/3913229,"{'status': 'Updated', 'id': 3913229, 'lock_version': 7, 'stale': True, 'uri': '/repositories/11/archival_objects/3913229', 'warnings': []}","{'lock_version': 6, 'position': 125, 'publish': True, 'ref_id': '616c993505a16681e858a880ec52f3df', 'title': 'Accès de la ville de Montréal = Montréal access to the city', 'display_string': 'Accès de la ville de Montréal = Montréal access to the city, [between 1970 and 1979?]', 'restrictions_apply': False, 'created_by': 'rc264', 'last_modified_by': 'kkh32', 'create_time': '2025-02-25T19:53:12Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'suppressed': False, 'is_slug_auto': False, 'level': 'file', 'jsonmodel_type': 'archival_object', 'external_ids': [], 'subjects': [], 'linked_events': [], 'extents': [], 'lang_materials': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'language': 'fre', 'jsonmodel_type': 'language_and_script'}}, {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'language': 'eng', 'jsonmodel_type': 'language_and_script'}}], 'dates': [{'lock_version': 0, 'expression': '[between 1970 and 1979?]', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'date_type': 'inclusive', 'label': 'creation', 'jsonmodel_type': 'date'}], 'external_documents': [], 'rights_statements': [], 'linked_agents': [], 'import_previous_arks': [], 'ancestors': [{'ref': '/repositories/11/archival_objects/3911789', 'level': 'series'}, {'ref': '/repositories/11/resources/13742', 'level': 'collection'}], 'instances': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'instance_type': 'mixed_materials', 'jsonmodel_type': 'instance', 'is_representative': False, 'sub_container': {'lock_version': 0, 'indicator_2': '5', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:13Z', 'system_mtime': '2025-06-05T13:28:13Z', 'user_mtime': '2025-06-05T13:28:13Z', 'type_2': 'folder', 'jsonmodel_type': 'sub_container', 'top_container': {'ref': '/repositories/11/top_containers/410243'}}}], 'notes': [{'jsonmodel_type': 'note_singlepart', 'persistent_id': 'f2b4410aa6c6eb031b81b34eeb720a8e', 'type': 'physdesc', 'content': [""Voies d'accès à Montrèal = Montréal access roads to the city""], 'publish': True}, {'jsonmodel_type': 'note_multipart', 'persistent_id': '96a0b04149fa045a03d9c3ae4e8e2238', 'type': 'scopecontent', 'subnotes': [{'jsonmodel_type': 'note_text', 'content': 'City of Montréal Public Relations Department', 'publish': True}], 'publish': True}], 'has_published_digital_objects': False, 'accession_links': [], 'active_restrictions': [], 'uri': '/repositories/11/archival_objects/3913229', 'repository': {'ref': '/repositories/11'}, 'resource': {'ref': '/repositories/11/resources/13742'}, 'parent': {'ref': '/repositories/11/archival_objects/3911789'}, 'has_unpublished_ancestor': False, 'tree_position': '000119400001ec30', 'restricted': False, 'onsite_status': 'offsite'}"
3913233,repositories/11/archival_objects/3913233,"{'status': 'Updated', 'id': 3913233, 'lock_version': 7, 'stale': True, 'uri': '/repositories/11/archival_objects/3913233', 'warnings': []}","{'lock_version': 6, 'position': 129, 'publish': True, 'ref_id': 'd49aabebd59fa3c639053c5e61735162', 'title': 'Accès de la ville de Montréal = Montréal access to the city', 'display_string': 'Accès de la ville de Montréal = Montréal access to the city, [1975?]', 'restrictions_apply': False, 'created_by': 'rc264', 'last_modified_by': 'kkh32', 'create_time': '2025-02-25T19:53:12Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'suppressed': False, 'is_slug_auto': False, 'level': 'file', 'jsonmodel_type': 'archival_object', 'external_ids': [], 'subjects': [], 'linked_events': [], 'extents': [], 'lang_materials': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'language': 'fre', 'jsonmodel_type': 'language_and_script'}}, {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'jsonmodel_type': 'lang_material', 'notes': [], 'language_and_script': {'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'language': 'eng', 'jsonmodel_type': 'language_and_script'}}], 'dates': [{'lock_version': 0, 'expression': '[1975?]', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'date_type': 'inclusive', 'label': 'creation', 'jsonmodel_type': 'date'}], 'external_documents': [], 'rights_statements': [], 'linked_agents': [], 'import_previous_arks': [], 'ancestors': [{'ref': '/repositories/11/archival_objects/3911789', 'level': 'series'}, {'ref': '/repositories/11/resources/13742', 'level': 'collection'}], 'instances': [{'lock_version': 0, 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'instance_type': 'mixed_materials', 'jsonmodel_type': 'instance', 'is_representative': False, 'sub_container': {'lock_version': 0, 'indicator_2': '8', 'created_by': 'kkh32', 'last_modified_by': 'kkh32', 'create_time': '2025-06-05T13:28:14Z', 'system_mtime': '2025-06-05T13:28:14Z', 'user_mtime': '2025-06-05T13:28:14Z', 'type_2': 'folder', 'jsonmodel_type': 'sub_container', 'top_container': {'ref': '/repositories/11/top_containers/410243'}}}], 'notes': [{'jsonmodel_type': 'note_singlepart', 'persistent_id': '6c35a8a59490366f436e97ce0570b6c8', 'type': 'physdesc', 'content': ['Montréal'], 'publish': True}, {'jsonmodel_type': 'note_multipart', 'persistent_id': 'b2dca6cf31f1e2a8e8f1a4fa26f29f82', 'type': 'scopecontent', 'subnotes': [{'jsonmodel_type': 'note_text', 'content': 'City of Montreal Housing and City Planning Department', 'publish': True}], 'publish': True}], 'has_published_digital_objects': False, 'accession_links': [], 'active_restrictions': [], 'uri': '/repositories/11/archival_objects/3913233', 'repository': {'ref': '/repositories/11'}, 'resource': {'ref': '/repositories/11/resources/13742'}, 'parent': {'ref': '/repositories/11/archival_objects/3911789'}, 'has_unpublished_ancestor': False, 'tree_position': '000119400001fbd0', 'restricted': False, 'onsite_status': 'offsite'}"
